# SYNTHETIC SCHEMA-DEMONSTRATION DATA — see evaluation/README.md
repo_id,period,week,crit_vulns_preprod,high_vulns_preprod,vulns_to_prod,mean_detection_time_h,false_positive_rate_pct,mttd_h,deploy_freq_per_week,failed_deploy_pct,rollback_freq_pct,security_blocked_pct,ai_resol_accuracy_pct,drift_remediation_pct
3,treatment,11,0.766,3.566,0.576,25.266,9.441,11.166,7.816,4.416,2.191,21.766,92.598,81.082
3,treatment,12,0.77,3.57,0.58,25.27,9.445,11.17,7.82,4.42,2.195,21.77,92.61,81.09
3,treatment,13,0.774,3.574,0.584,25.274,9.449,11.174,7.824,4.424,2.199,21.774,92.622,81.098
4,baseline,1,4.21,16.71,1.91,73.71,12.71,19.21,3.01,15.21,9.21,6.41,0.41,0.41
4,baseline,2,4.25,16.75,1.95,73.75,12.75,19.25,3.05,15.25,9.25,6.45,0.45,0.45
4,baseline,3,4.29,16.79,1.99,73.79,12.79,19.29,3.09,15.29,9.29,6.49,0.49,0.49
4,baseline,4,4.33,16.83,2.03,73.83,12.83,19.33,3.13,15.33,9.33,6.53,0.53,0.53
4,baseline,5,4.37,16.87,2.07,73.87,12.87,19.37,3.17,15.37,9.37,6.57,0.57,0.57
4,baseline,6,4.41,16.91,2.11,73.91,12.91,19.41,3.21,15.41,9.41,6.61,0.61,0.61
4,baseline,7,4.45,16.95,2.15,73.95,12.95,19.45,3.25,15.45,9.45,6.65,0.65,0.65
4,baseline,8,4.49,16.99,2.19,73.99,12.99,19.49,3.29,15.49,9.49,6.69,0.69,0.69
4,baseline,9,4.53,17.03,2.23,74.03,13.03,19.53,3.33,15.53,9.53,6.73,0.73,0.73
4,baseline,10,4.57,17.07,2.27,74.07,13.07,19.57,3.37,15.57,9.57,6.77,0.77,0.77
4,baseline,11,4.61,17.11,2.31,74.11,13.11,19.61,3.41,15.61,9.61,6.81,0.81,0.81
4,baseline,12,4.65,17.15,2.35,74.15,13.15,19.65,3.45,15.65,9.65,6.85,0.85,0.85
4,baseline,13,4.69,17.19,2.39,74.19,13.19,19.69,3.49,15.69,9.69,6.89,0.89,0.89
4,treatment,1,0.826,4.176,0.586,25.826,9.676,11.626,8.176,4.576,2.301,23.376,90.878,79.402
4,treatment,2,0.83,4.18,0.59,25.83,9.68,11.63,8.18,4.58,2.305,23.38,90.89,79.41
4,treatment,3,0.834,4.184,0.594,25.834,9.684,11.634,8.184,4.584,2.309,23.384,90.902,79.418
4,treatment,4,0.838,4.188,0.598,25.838,9.688,11.638,8.188,4.588,2.313,23.388,90.914,79.426
4,treatment,5,0.842,4.192,0.602,25.842,9.692,11.642,8.192,4.592,2.317,23.392,90.926,79.434
4,treatment,6,0.846,4.196,0.606,25.846,9.696,11.646,8.196,4.596,2.321,23.396,90.938,79.442
4,treatment,7,0.85,4.2,0.61,25.85,9.7,11.65,8.2,4.6,2.325,23.4,90.95,79.45
4,treatment,8,0.854,4.204,0.614,25.854,9.704,11.654,8.204,4.604,2.329,23.404,90.962,79.458
4,treatment,9,0.858,4.208,0.618,25.858,9.708,11.658,8.208,4.608,2.333,23.408,90.974,79.466
4,treatment,10,0.862,4.212,0.622,25.862,9.712,11.662,8.212,4.612,2.337,23.412,90.986,79.474
4,treatment,11,0.866,4.216,0.626,25.866,9.716,11.666,8.216,4.616,2.341,23.416,90.998,79.482
4,treatment,12,0.87,4.22,0.63,25.87,9.72,11.67,8.22,4.62,2.345,23.42,91.01,79.49
4,treatment,13,0.874,4.224,0.634,25.874,9.724,11.674,8.224,4.624,2.349,23.424,91.022,79.498
5,baseline,1,3.56,14.76,1.56,70.76,12.56,17.96,2.81,13.96,7.96,5.86,0.26,0.26
5,baseline,2,3.6,14.8,1.6,70.8,12.6,18.0,2.85,14.0,8.0,5.9,0.3,0.3
5,baseline,3,3.64,14.84,1.64,70.84,12.64,18.04,2.89,14.04,8.04,5.94,0.34,0.34
5,baseline,4,3.68,14.88,1.68,70.88,12.68,18.08,2.93,14.08,8.08,5.98,0.38,0.38
5,baseline,5,3.72,14.92,1.72,70.92,12.72,18.12,2.97,14.12,8.12,6.02,0.42,0.42
5,baseline,6,3.76,14.96,1.76,70.96,12.76,18.16,3.01,14.16,8.16,6.06,0.46,0.46
5,baseline,7,3.8,15.0,1.8,71.0,12.8,18.2,3.05,14.2,8.2,6.1,0.5,0.5
5,baseline,8,3.84,15.04,1.84,71.04,12.84,18.24,3.09,14.24,8.24,6.14,0.54,0.54
5,baseline,9,3.88,15.08,1.88,71.08,12.88,18.28,3.13,14.28,8.28,6.18,0.58,0.58
5,baseline,10,3.92,15.12,1.92,71.12,12.92,18.32,3.17,14.32,8.32,6.22,0.62,0.62
5,baseline,11,3.96,15.16,1.96,71.16,12.96,18.36,3.21,14.36,8.36,6.26,0.66,0.66
5,baseline,12,4.0,15.2,2.0,71.2,13.0,18.4,3.25,14.4,8.4,6.3,0.7,0.7
5,baseline,13,4.04,15.24,2.04,71.24,13.04,18.44,3.29,14.44,8.44,6.34,0.74,0.74
5,treatment,1,0.736,3.726,0.516,24.826,9.576,10.896,7.601,4.236,2.026,21.326,92.928,80.752
5,treatment,2,0.74,3.73,0.52,24.83,9.58,10.9,7.605,4.24,2.03,21.33,92.94,80.76
5,treatment,3,0.744,3.734,0.524,24.834,9.584,10.904,7.609,4.244,2.034,21.334,92.952,80.768
5,treatment,4,0.748,3.738,0.528,24.838,9.588,10.908,7.613,4.248,2.038,21.338,92.964,80.776
5,treatment,5,0.752,3.742,0.532,24.842,9.592,10.912,7.617,4.252,2.042,21.342,92.976,80.784
5,treatment,6,0.756,3.746,0.536,24.846,9.596,10.916,7.621,4.256,2.046,21.346,92.988,80.792
5,treatment,7,0.76,3.75,0.54,24.85,9.6,10.92,7.625,4.26,2.05,21.35,93.0,80.8
5,treatment,8,0.764,3.754,0.544,24.854,9.604,10.924,7.629,4.264,2.054,21.354,93.012,80.808
5,treatment,9,0.768,3.758,0.548,24.858,9.608,10.928,7.633,4.268,2.058,21.358,93.024,80.816
5,treatment,10,0.772,3.762,0.552,24.862,9.612,10.932,7.637,4.272,2.062,21.362,93.036,80.824
5,treatment,11,0.776,3.766,0.556,24.866,9.616,10.936,7.641,4.276,2.066,21.366,93.048,80.832
5,treatment,12,0.78,3.77,0.56,24.87,9.62,10.94,7.645,4.28,2.07,21.37,93.06,80.84
5,treatment,13,0.784,3.774,0.564,24.874,9.624,10.944,7.649,4.284,2.074,21.374,93.072,80.848
6,baseline,1,4.01,16.31,1.91,72.81,13.01,19.01,3.06,15.01,9.01,6.41,0.41,0.41
6,baseline,2,4.05,16.35,1.95,72.85,13.05,19.05,3.1,15.05,9.05,6.45,0.45,0.45
6,baseline,3,4.09,16.39,1.99,72.89,13.09,19.09,3.14,15.09,9.09,6.49,0.49,0.49
6,baseline,4,4.13,16.43,2.03,72.93,13.13,19.13,3.18,15.13,9.13,6.53,0.53,0.53
6,baseline,5,4.17,16.47,2.07,72.97,13.17,19.17,3.22,15.17,9.17,6.57,0.57,0.57
6,baseline,6,4.21,16.51,2.11,73.01,13.21,19.21,3.26,15.21,9.21,6.61,0.61,0.61
6,baseline,7,4.25,16.55,2.15,73.05,13.25,19.25,3.3,15.25,9.25,6.65,0.65,0.65
6,baseline,8,4.29,16.59,2.19,73.09,13.29,19.29,3.34,15.29,9.29,6.69,0.69,0.69
6,baseline,9,4.33,16.63,2.23,73.13,13.33,19.33,3.38,15.33,9.33,6.73,0.73,0.73
6,baseline,10,4.37,16.67,2.27,73.17,13.37,19.37,3.42,15.37,9.37,6.77,0.77,0.77
6,baseline,11,4.41,16.71,2.31,73.21,13.41,19.41,3.46,15.41,9.41,6.81,0.81,0.81
6,baseline,12,4.45,16.75,2.35,73.25,13.45,19.45,3.5,15.45,9.45,6.85,0.85,0.85
6,baseline,13,4.49,16.79,2.39,73.29,13.49,19.49,3.54,15.49,9.49,6.89,0.89,0.89
6,treatment,1,0.866,4.151,0.656,25.576,9.926,11.546,8.151,4.586,2.326,23.126,91.778,79.802
6,treatment,2,0.87,4.155,0.66,25.58,9.93,11.55,8.155,4.59,2.33,23.13,91.79,79.81
6,treatment,3,0.874,4.159,0.664,25.584,9.934,11.554,8.159,4.594,2.334,23.134,91.802,79.818
6,treatment,4,0.878,4.163,0.668,25.588,9.938,11.558,8.163,4.598,2.338,23.138,91.814,79.826
6,treatment,5,0.882,4.167,0.672,25.592,9.942,11.562,8.167,4.602,2.342,23.142,91.826,79.834
6,treatment,6,0.886,4.171,0.676,25.596,9.946,11.566,8.171,4.606,2.346,23.146,91.838,79.842
6,treatment,7,0.89,4.175,0.68,25.6,9.95,11.57,8.175,4.61,2.35,23.15,91.85,79.85
6,treatment,8,0.894,4.179,0.684,25.604,9.954,11.574,8.179,4.614,2.354,23.154,91.862,79.858
6,treatment,9,0.898,4.183,0.688,25.608,9.958,11.578,8.183,4.618,2.358,23.158,91.874,79.866
6,treatment,10,0.902,4.187,0.692,25.612,9.962,11.582,8.187,4.622,2.362,23.162,91.886,79.874
6,treatment,11,0.906,4.191,0.696,25.616,9.966,11.586,8.191,4.626,2.366,23.166,91.898,79.882
6,treatment,12,0.91,4.195,0.7,25.62,9.97,11.59,8.195,4.63,2.37,23.17,91.91,79.89
6,treatment,13,0.914,4.199,0.704,25.624,9.974,11.594,8.199,4.634,2.374,23.174,91.922,79.898
7,baseline,1,3.31,14.21,1.61,72.21,12.31,18.41,2.86,14.41,8.41,6.01,0.11,0.11
7,baseline,2,3.35,14.25,1.65,72.25,12.35,18.45,2.9,14.45,8.45,6.05,0.15,0.15
7,baseline,3,3.39,14.29,1.69,72.29,12.39,18.49,2.94,14.49,8.49,6.09,0.19,0.19
7,baseline,4,3.43,14.33,1.73,72.33,12.43,18.53,2.98,14.53,8.53,6.13,0.23,0.23
7,baseline,5,3.47,14.37,1.77,72.37,12.47,18.57,3.02,14.57,8.57,6.17,0.27,0.27
7,baseline,6,3.51,14.41,1.81,72.41,12.51,18.61,3.06,14.61,8.61,6.21,0.31,0.31
7,baseline,7,3.55,14.45,1.85,72.45,12.55,18.65,3.1,14.65,8.65,6.25,0.35,0.35
7,baseline,8,3.59,14.49,1.89,72.49,12.59,18.69,3.14,14.69,8.69,6.29,0.39,0.39
7,baseline,9,3.63,14.53,1.93,72.53,12.63,18.73,3.18,14.73,8.73,6.33,0.43,0.43
7,baseline,10,3.67,14.57,1.97,72.57,12.67,18.77,3.22,14.77,8.77,6.37,0.47,0.47
7,baseline,11,3.71,14.61,2.01,72.61,12.71,18.81,3.26,14.81,8.81,6.41,0.51,0.51
7,baseline,12,3.75,14.65,2.05,72.65,12.75,18.85,3.3,14.85,8.85,6.45,0.55,0.55
7,baseline,13,3.79,14.69,2.09,72.69,12.79,18.89,3.34,14.89,8.89,6.49,0.59,0.59
7,treatment,1,0.646,3.551,0.496,25.301,9.376,11.146,7.801,4.336,2.101,21.976,92.078,80.102
7,treatment,2,0.65,3.555,0.5,25.305,9.38,11.15,7.805,4.34,2.105,21.98,92.09,80.11
7,treatment,3,0.654,3.559,0.504,25.309,9.384,11.154,7.809,4.344,2.109,21.984,92.102,80.118
7,treatment,4,0.658,3.563,0.508,25.313,9.388,11.158,7.813,4.348,2.113,21.988,92.114,80.126
7,treatment,5,0.662,3.567,0.512,25.317,9.392,11.162,7.817,4.352,2.117,21.992,92.126,80.134
7,treatment,6,0.666,3.571,0.516,25.321,9.396,11.166,7.821,4.356,2.121,21.996,92.138,80.142
7,treatment,7,0.67,3.575,0.52,25.325,9.4,11.17,7.825,4.36,2.125,22.0,92.15,80.15
7,treatment,8,0.674,3.579,0.524,25.329,9.404,11.174,7.829,4.364,2.129,22.004,92.162,80.158
7,treatment,9,0.678,3.583,0.528,25.333,9.408,11.178,7.833,4.368,2.133,22.008,92.174,80.166
7,treatment,10,0.682,3.587,0.532,25.337,9.412,11.182,7.837,4.372,2.137,22.012,92.186,80.174
7,treatment,11,0.686,3.591,0.536,25.341,9.416,11.186,7.841,4.376,2.141,22.016,92.198,80.182
7,treatment,12,0.69,3.595,0.54,25.345,9.42,11.19,7.845,4.38,2.145,22.02,92.21,80.19
7,treatment,13,0.694,3.599,0.544,25.349,9.424,11.194,7.849,4.384,2.149,22.024,92.222,80.198
8,baseline,1,4.16,17.26,2.06,74.26,13.16,19.46,3.11,15.46,9.46,6.56,0.46,0.46
8,baseline,2,4.2,17.3,2.1,74.3,13.2,19.5,3.15,15.5,9.5,6.6,0.5,0.5
8,baseline,3,4.24,17.34,2.14,74.34,13.24,19.54,3.19,15.54,9.54,6.64,0.54,0.54
8,baseline,4,4.28,17.38,2.18,74.38,13.28,19.58,3.23,15.58,9.58,6.68,0.58,0.58
8,baseline,5,4.32,17.42,2.22,74.42,13.32,19.62,3.27,15.62,9.62,6.72,0.62,0.62
8,baseline,6,4.36,17.46,2.26,74.46,13.36,19.66,3.31,15.66,9.66,6.76,0.66,0.66
8,baseline,7,4.4,17.5,2.3,74.5,13.4,19.7,3.35,15.7,9.7,6.8,0.7,0.7
8,baseline,8,4.44,17.54,2.34,74.54,13.44,19.74,3.39,15.74,9.74,6.84,0.74,0.74
8,baseline,9,4.48,17.58,2.38,74.58,13.48,19.78,3.43,15.78,9.78,6.88,0.78,0.78
8,baseline,10,4.52,17.62,2.42,74.62,13.52,19.82,3.47,15.82,9.82,6.92,0.82,0.82
8,baseline,11,4.56,17.66,2.46,74.66,13.56,19.86,3.51,15.86,9.86,6.96,0.86,0.86
8,baseline,12,4.6,17.7,2.5,74.7,13.6,19.9,3.55,15.9,9.9,7.0,0.9,0.9
8,baseline,13,4.64,17.74,2.54,74.74,13.64,19.94,3.59,15.94,9.94,7.04,0.94,0.94
8,treatment,1,0.856,4.351,0.666,26.051,10.026,11.796,8.351,4.686,2.401,23.776,92.728,80.552
8,treatment,2,0.86,4.355,0.67,26.055,10.03,11.8,8.355,4.69,2.405,23.78,92.74,80.56
8,treatment,3,0.864,4.359,0.674,26.059,10.034,11.804,8.359,4.694,2.409,23.784,92.752,80.568
8,treatment,4,0.868,4.363,0.678,26.063,10.038,11.808,8.363,4.698,2.413,23.788,92.764,80.576
8,treatment,5,0.872,4.367,0.682,26.067,10.042,11.812,8.367,4.702,2.417,23.792,92.776,80.584
8,treatment,6,0.876,4.371,0.686,26.071,10.046,11.816,8.371,4.706,2.421,23.796,92.788,80.592
8,treatment,7,0.88,4.375,0.69,26.075,10.05,11.82,8.375,4.71,2.425,23.8,92.8,80.6
8,treatment,8,0.884,4.379,0.694,26.079,10.054,11.824,8.379,4.714,2.429,23.804,92.812,80.608
8,treatment,9,0.888,4.383,0.698,26.083,10.058,11.828,8.383,4.718,2.433,23.808,92.824,80.616
8,treatment,10,0.892,4.387,0.702,26.087,10.062,11.832,8.387,4.722,2.437,23.812,92.836,80.624
8,treatment,11,0.896,4.391,0.706,26.091,10.066,11.836,8.391,4.726,2.441,23.816,92.848,80.632
8,treatment,12,0.9,4.395,0.71,26.095,10.07,11.84,8.395,4.73,2.445,23.82,92.86,80.64
8,treatment,13,0.904,4.399,0.714,26.099,10.074,11.844,8.399,4.734,2.449,23.824,92.872,80.648
9,baseline,1,3.71,15.31,1.81,71.31,12.71,18.11,2.91,14.11,8.11,6.01,0.31,0.31
9,baseline,2,3.75,15.35,1.85,71.35,12.75,18.15,2.95,14.15,8.15,6.05,0.35,0.35
9,baseline,3,3.79,15.39,1.89,71.39,12.79,18.19,2.99,14.19,8.19,6.09,0.39,0.39
9,baseline,4,3.83,15.43,1.93,71.43,12.83,18.23,3.03,14.23,8.23,6.13,0.43,0.43
9,baseline,5,3.87,15.47,1.97,71.47,12.87,18.27,3.07,14.27,8.27,6.17,0.47,0.47
9,baseline,6,3.91,15.51,2.01,71.51,12.91,18.31,3.11,14.31,8.31,6.21,0.51,0.51
9,baseline,7,3.95,15.55,2.05,71.55,12.95,18.35,3.15,14.35,8.35,6.25,0.55,0.55
9,baseline,8,3.99,15.59,2.09,71.59,12.99,18.39,3.19,14.39,8.39,6.29,0.59,0.59
9,baseline,9,4.03,15.63,2.13,71.63,13.03,18.43,3.23,14.43,8.43,6.33,0.63,0.63
9,baseline,10,4.07,15.67,2.17,71.67,13.07,18.47,3.27,14.47,8.47,6.37,0.67,0.67
9,baseline,11,4.11,15.71,2.21,71.71,13.11,18.51,3.31,14.51,8.51,6.41,0.71,0.71
9,baseline,12,4.15,15.75,2.25,71.75,13.15,18.55,3.35,14.55,8.55,6.45,0.75,0.75
9,baseline,13,4.19,15.79,2.29,71.79,13.19,18.59,3.39,14.59,8.59,6.49,0.79,0.79
9,treatment,1,0.806,3.901,0.626,25.051,9.701,11.006,7.776,4.316,2.101,21.726,91.578,80.402
9,treatment,2,0.81,3.905,0.63,25.055,9.705,11.01,7.78,4.32,2.105,21.73,91.59,80.41
9,treatment,3,0.814,3.909,0.634,25.059,9.709,11.014,7.784,4.324,2.109,21.734,91.602,80.418
9,treatment,4,0.818,3.913,0.638,25.063,9.713,11.018,7.788,4.328,2.113,21.738,91.614,80.426
9,treatment,5,0.822,3.917,0.642,25.067,9.717,11.022,7.792,4.332,2.117,21.742,91.626,80.434
9,treatment,6,0.826,3.921,0.646,25.071,9.721,11.026,7.796,4.336,2.121,21.746,91.638,80.442
9,treatment,7,0.83,3.925,0.65,25.075,9.725,11.03,7.8,4.34,2.125,21.75,91.65,80.45
9,treatment,8,0.834,3.929,0.654,25.079,9.729,11.034,7.804,4.344,2.129,21.754,91.662,80.458
9,treatment,9,0.838,3.933,0.658,25.083,9.733,11.038,7.808,4.348,2.133,21.758,91.674,80.466
9,treatment,10,0.842,3.937,0.662,25.087,9.737,11.042,7.812,4.352,2.137,21.762,91.686,80.474
9,treatment,11,0.846,3.941,0.666,25.091,9.741,11.046,7.816,4.356,2.141,21.766,91.698,80.482
9,treatment,12,0.85,3.945,0.67,25.095,9.745,11.05,7.82,4.36,2.145,21.77,91.71,80.49
9,treatment,13,0.854,3.949,0.674,25.099,9.749,11.054,7.824,4.364,2.149,21.774,91.722,80.498
10,baseline,1,3.81,15.91,1.76,72.51,12.81,18.81,2.93,14.81,8.81,6.26,0.26,0.26
10,baseline,2,3.85,15.95,1.8,72.55,12.85,18.85,2.97,14.85,8.85,6.3,0.3,0.3
10,baseline,3,3.89,15.99,1.84,72.59,12.89,18.89,3.01,14.89,8.89,6.34,0.34,0.34
10,baseline,4,3.93,16.03,1.88,72.63,12.93,18.93,3.05,14.93,8.93,6.38,0.38,0.38
10,baseline,5,3.97,16.07,1.92,72.67,12.97,18.97,3.09,14.97,8.97,6.42,0.42,0.42
10,baseline,6,4.01,16.11,1.96,72.71,13.01,19.01,3.13,15.01,9.01,6.46,0.46,0.46
10,baseline,7,4.05,16.15,2.0,72.75,13.05,19.05,3.17,15.05,9.05,6.5,0.5,0.5
10,baseline,8,4.09,16.19,2.04,72.79,13.09,19.09,3.21,15.09,9.09,6.54,0.54,0.54
10,baseline,9,4.13,16.23,2.08,72.83,13.13,19.13,3.25,15.13,9.13,6.58,0.58,0.58
